study,task_feature,questionnaire,n_s4,r_s4,t,p_s4,ci_lower,ci_upper,p_bh_s4,r_s5,p_s5,p_bh_s5,n_s5,same_direction,replicated,sig_s4,sig_s5
Study4,arousal_salience_diff,MAIA_Trusting,63,-0.007466534519077001,-0.05831712439512338,0.9536866486703612,-0.25476027456129435,0.2407438615020154,0.9924413686719482,-0.001954096599549331,0.9791715413040134,0.9962431358547761,181,TRUE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,MAIA_AttentionReg,61,0.007558095721003558,0.05805649306614741,0.9538998143791104,-0.24472843129062402,0.25888610062241496,0.9924413686719482,-0.07576840748776013,0.32179395319188897,0.7910078437735423,173,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,SPANE_Neg,63,-0.006417650028665819,-0.05012448128635289,0.9601869608091461,-0.25377915642712784,0.24173175303993186,0.9924413686719482,0.12783845133941238,0.08634178141996604,0.548237048417462,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_overall,PHQ4_Depression,63,-0.004832365047899788,-0.03774241822758897,0.9700163029588296,-0.25229532693871176,0.24322387756880173,0.9924413686719482,0.08976541903626727,0.2294677774008639,0.75713115839315,181,FALSE,FALSE,FALSE,FALSE
Study4,arousal_conf_r,PHQ4_Depression,61,0.004131400832269499,0.031734162763530915,0.9747911612465371,-0.24794729569159613,0.2556861310338739,0.9924413686719482,0.02861792571269457,0.7085845141594054,0.962396519053323,173,TRUE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,MAIA_AttentionReg,63,-0.0037247096724163293,-0.029091114309772476,0.9768868921659701,-0.25125786847786336,0.24426574449381006,0.9924413686719482,0.11714919836437729,0.11628144091648816,0.548237048417462,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_dec,MAIA_NotWorrying,63,-0.003567244123163768,-0.027861244527764877,0.9778637702814119,-0.25111033601276334,0.24441381101455256,0.9924413686719482,-0.0207892602508023,0.7811787997401456,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,mean_threshold,BIPS_total,63,-0.0033732985909074153,-0.026346454126837025,0.9790670057168039,-0.2509286089505198,0.24459616415731683,0.9924413686719482,-0.0027917057132902123,0.9702470646579762,0.9962431358547761,181,TRUE,FALSE,FALSE,FALSE
Study4,conf_acc_r,MAIA_total,62,0.002609020661427914,0.02020945592612998,0.9839433421840602,-0.24732034844481748,0.25221286874616966,0.9924413686719482,-0.18787890854615372,0.011317622338288688,0.2565327730012103,181,FALSE,FALSE,FALSE,FALSE
Study4,slope_hit_acc,MAIA_NotWorrying,63,-0.0017539990718033593,-0.013699191754977975,0.9891146754008281,-0.24941064312138195,0.2461179916322971,0.9924413686719482,-0.13849538104481648,0.06298089748014565,0.548237048417462,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_salience_diff,SPANE_Pos,62,-0.0012813447002991167,-0.009925261517889302,0.992113845261638,-0.25096922742076067,0.24856640898704482,0.9924413686719482,-0.030492778913943294,0.6836474133524495,0.962396519053323,181,TRUE,FALSE,FALSE,FALSE
Study4,thresh_direction_diff,BARQ_total,63,-0.0012179356271371877,-0.009512388392308434,0.9924413686719482,-0.24890785756539274,0.24662151817754951,0.9924413686719482,-0.10943812903752584,0.14249920083017792,0.5944637141049351,181,TRUE,FALSE,FALSE,FALSE
